,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),cloud_cover_code,season_code,location_code,weather_code
11564,-9.0,81,10.5,91.0,991.28,0,2.0,2,3,2,2
2844,47.0,31,9.0,66.0,817.51,4,0.5,2,2,2,0
625,-8.0,63,0.5,73.0,994.16,1,3.0,2,3,2,2
11771,16.0,51,8.5,16.0,1018.91,2,5.5,2,1,2,0
8657,0.0,97,24.5,72.0,993.47,4,4.5,2,3,1,2
10899,50.0,86,8.5,84.0,1001.08,1,1.5,2,0,2,1
11391,34.0,88,11.5,76.0,992.54,0,4.0,2,2,2,1
6343,-7.0,83,8.0,77.0,981.4,1,3.5,2,3,1,2
4143,3.0,77,10.0,64.0,980.24,0,4.5,3,3,2,2
4057,13.0,76,5.0,25.0,1012.81,3,8.5,2,0,2,0
11170,9.0,36,7.5,92.0,1097.35,11,6.5,2,1,2,1
6022,43.0,61,8.0,18.0,1016.89,6,9.5,0,0,2,3
12396,28.0,72,4.0,46.0,1017.95,4,7.0,3,0,1,0
3652,19.0,99,8.5,99.0,1004.36,7,5.5,3,1,2,0
7080,24.0,72,12.5,76.0,1011.05,0,2.0,2,0,0,1
8449,30.0,31,4.5,9.0,1016.01,6,7.5,0,3,0,3
6780,90.0,74,0.0,95.0,1022.11,14,2.0,0,1,0,3
10937,26.0,89,12.0,96.0,1014.36,2,1.5,3,1,0,1
11506,36.0,87,13.5,84.0,1021.32,0,4.5,3,3,0,3
2727,18.0,55,2.0,48.0,1000.66,3,8.0,2,2,1,0
8595,36.0,29,2.5,10.0,1027.12,9,5.5,0,3,2,3
405,21.0,68,3.0,30.0,1019.34,1,8.0,3,0,0,0
1753,-3.0,85,13.5,53.0,992.51,0,1.0,2,3,1,2
8266,33.0,71,5.5,25.0,1012.99,4,8.0,3,1,1,0
12058,12.0,74,13.0,99.0,997.56,2,2.0,2,3,1,1
11868,42.0,99,14.0,88.0,1020.06,3,10.5,0,0,0,3
7675,-8.0,66,2.5,70.0,999.51,0,4.0,2,3,1,2
2099,42.0,20,5.5,40.0,1058.82,4,15.0,2,0,1,2
2443,20.0,80,6.0,74.0,999.38,1,4.5,2,3,1,1
557,33.0,60,7.0,37.0,1009.8,2,6.0,3,2,2,0
12419,22.0,67,1.5,43.0,1002.49,2,8.0,3,3,2,0
2415,20.0,35,9.5,5.0,1018.59,10,10.0,3,0,0,3
8519,23.0,60,6.0,1.0,1023.51,5,7.0,0,0,2,3
9030,25.0,27,5.0,9.0,1013.93,9,7.5,3,0,0,3
11390,31.0,87,6.5,89.0,997.42,1,3.5,2,3,0,1
8033,26.0,65,4.5,12.0,1011.24,8,9.0,0,1,1,3
9801,-11.0,20,7.0,78.0,842.77,14,0.5,2,0,2,3
8973,31.0,78,13.0,10.0,1018.54,4,5.5,2,1,2,0
4446,-8.0,81,3.5,57.0,986.66,0,3.0,2,3,1,2
12524,-8.0,84,3.0,58.0,989.47,0,3.5,3,3,2,2
640,2.0,95,10.5,50.0,995.71,0,5.0,3,3,2,2
8574,14.0,61,10.0,67.0,998.19,0,3.0,2,2,2,1
7890,48.0,32,10.0,40.0,926.12,1,18.5,1,1,2,1
9178,26.0,76,2.0,29.0,1002.25,2,8.5,2,3,0,0
8711,-2.0,95,11.0,56.0,990.33,0,1.0,3,3,1,2
6168,-13.0,56,13.0,56.0,841.83,14,19.5,2,1,0,1
11387,12.0,95,19.5,64.0,999.39,2,1.0,2,1,2,1
221,63.0,86,13.0,75.0,1027.31,14,2.5,0,2,0,3
12344,-10.0,93,10.0,55.0,991.07,0,3.0,2,3,1,2
11541,24.0,75,16.0,93.0,1006.33,3,3.0,2,2,1,1
3784,2.0,100,15.0,70.0,991.86,0,6.5,2,3,1,2
9270,53.0,90,12.5,77.0,998.02,6,2.0,2,2,2,1
4881,26.0,61,16.5,68.0,1007.38,2,5.0,2,3,0,1
5150,32.0,47,7.0,8.0,1016.25,6,8.5,3,2,2,3
10969,36.0,39,7.5,36.0,967.55,10,8.5,1,1,2,0
5870,24.0,57,7.5,11.0,1018.63,2,7.5,2,2,0,0
13160,27.0,27,5.0,6.0,1011.4,9,8.0,0,0,1,3
8310,29.0,21,3.5,19.0,1025.52,6,5.5,0,0,2,3
10830,16.0,68,7.5,28.0,1010.64,1,7.0,3,2,2,0
4749,29.0,78,15.0,28.0,1010.64,1,5.5,2,2,0,0
5644,27.0,92,9.0,65.0,1003.41,3,4.5,2,3,0,1
12121,-18.0,48,14.5,96.0,965.3,9,13.5,3,2,2,0
5368,18.0,55,9.0,26.0,1007.43,1,8.0,2,0,1,0
8459,37.0,58,3.0,6.0,1025.0,11,7.5,3,1,2,3
5273,13.0,99,13.0,61.0,991.35,0,3.5,3,3,0,1
4584,20.0,74,2.0,89.0,1022.14,14,3.5,0,3,0,3
2367,32.0,42,4.0,6.0,1017.12,5,6.5,3,2,0,3
2457,-1.0,78,11.0,79.0,995.07,0,1.5,3,3,2,2
4488,28.0,84,15.0,85.0,1010.67,1,5.0,3,1,2,1
11820,36.0,50,9.5,8.0,1016.4,8,5.0,3,2,1,3
5970,18.0,58,2.5,18.0,1015.99,3,8.5,2,2,2,0
7785,2.0,75,6.0,79.0,995.75,0,2.0,2,3,2,2
10569,11.0,63,7.5,90.0,1004.18,0,2.0,2,2,0,1
4443,40.0,35,10.0,15.0,1024.88,8,7.5,3,1,2,3
10508,23.0,35,5.0,17.0,1020.09,9,6.0,0,1,1,3
3149,43.0,85,13.5,106.0,1024.66,7,6.0,0,1,1,3
3343,16.0,76,10.0,99.0,1014.09,2,5.0,2,1,2,1
8832,-7.0,92,2.5,95.0,985.19,1,3.5,2,3,2,2
6454,39.0,51,2.5,15.0,1021.17,10,5.5,0,2,0,3
7820,18.0,59,3.0,47.0,1001.99,3,6.5,3,2,0,0
2633,35.0,83,16.0,75.0,1027.52,0,6.0,0,0,1,3
11689,23.0,64,19.0,53.0,990.13,2,3.0,2,1,0,1
11527,35.0,35,8.0,8.0,1016.26,5,6.5,3,3,1,3
1940,44.0,58,3.5,14.0,1027.14,5,8.5,0,3,2,3
1642,23.0,99,15.5,80.0,1004.44,0,1.0,3,2,2,1
3048,32.0,60,2.5,0.0,1020.69,10,9.0,0,1,1,3
7073,35.0,50,8.5,11.0,1016.88,10,10.0,0,2,0,3
12891,1.0,83,9.5,56.0,993.81,0,2.5,2,3,2,2
12103,17.0,53,1.5,20.0,1001.72,4,8.0,2,1,1,0
7885,31.0,62,8.0,8.0,1029.76,9,7.5,0,2,0,3
12874,36.0,87,16.0,93.0,1016.0,2,1.5,0,1,0,3
1997,34.0,74,9.0,31.0,1014.22,4,8.5,2,1,0,0
105,33.0,79,4.5,43.0,1007.94,1,7.0,2,1,0,0
1160,16.0,57,4.5,46.0,1009.77,4,5.0,2,1,1,0
7315,0.0,95,1.5,96.0,987.35,1,3.5,2,3,1,2
3230,26.0,41,5.5,7.0,1024.71,8,9.0,0,0,1,3
9615,1.0,99,7.5,77.0,985.59,1,4.5,3,3,1,2
8837,3.0,89,8.0,85.0,983.37,1,4.5,2,3,1,2
12256,16.0,75,14.5,60.0,1015.62,0,2.5,2,1,1,1
2251,29.0,61,10.5,39.0,1014.32,2,8.5,2,2,1,0
6560,10.0,98,13.0,95.0,1015.05,3,1.5,3,3,0,1
7273,-11.0,72,18.5,93.0,980.92,11,3.5,2,3,1,2
11893,-1.0,81,8.0,66.0,983.28,1,3.0,2,3,1,2
8951,49.0,74,20.5,81.0,1016.4,5,7.0,0,1,2,3
3419,10.0,78,8.5,60.0,1000.02,1,2.5,2,2,1,1
308,33.0,58,8.0,41.0,1017.0,2,8.0,2,3,0,0
11011,44.0,61,9.5,51.0,1157.12,7,10.0,3,3,2,2
2915,11.0,72,8.5,38.0,1006.98,3,8.0,2,3,1,0
1479,14.0,73,8.5,64.0,1001.87,3,2.5,2,2,1,1
2256,-8.0,90,7.0,78.0,987.97,1,4.0,2,3,1,2
10124,18.0,83,6.0,88.0,1012.82,2,4.5,2,1,2,1
2671,29.0,93,6.5,78.0,1000.35,0,4.0,2,3,2,1
7815,-6.0,99,18.0,52.0,981.14,0,2.0,2,3,2,2
1530,23.0,75,16.5,86.0,1017.64,2,1.5,2,3,1,1
5727,-2.0,96,13.5,94.0,984.24,1,1.5,2,3,2,2
3518,25.0,53,10.5,39.0,1008.15,3,8.5,2,1,2,0
9792,26.0,68,10.5,10.0,1017.99,2,7.5,2,2,2,0
4802,-2.0,86,2.0,58.0,987.21,0,4.5,2,3,1,2
9787,31.0,65,7.0,53.0,997.46,0,4.5,2,1,1,1
6170,-4.0,82,14.0,96.0,984.21,14,1.0,2,3,2,2
2044,-6.0,79,9.5,78.0,982.01,1,5.0,2,3,2,2
11814,19.0,96,14.5,51.0,1002.78,2,3.0,3,2,0,1
4907,15.0,54,3.5,27.0,1015.78,2,8.5,3,1,1,0
2416,33.0,70,12.0,66.0,998.66,3,3.5,2,2,2,1
7193,30.0,78,11.0,49.0,1015.31,1,8.0,3,1,0,0
2830,40.0,35,2.5,1.0,1026.61,5,8.0,0,3,0,3
6384,15.0,74,8.5,20.0,1016.99,1,6.0,2,3,1,0
6211,15.0,97,9.5,86.0,1018.49,3,5.0,2,3,2,1
5295,-2.0,92,10.5,54.0,999.42,1,4.5,2,3,1,2
1350,43.0,45,3.5,15.0,1025.24,6,8.5,0,1,2,3
7700,44.0,53,3.5,10.0,1012.05,11,8.5,0,3,1,3
11544,-18.0,38,8.0,93.0,803.29,12,14.5,3,2,1,2
4372,16.0,60,19.5,83.0,1006.72,3,1.0,2,0,0,1
4546,-4.0,70,29.0,101.0,985.93,14,1.0,2,3,1,2
12840,19.0,76,9.5,89.0,992.8,0,4.5,2,0,2,1
5476,-14.0,85,25.0,92.0,987.59,8,3.5,2,3,1,2
6422,53.0,104,11.0,89.0,1005.24,14,9.5,2,3,0,0
7859,38.0,44,6.0,2.0,1010.46,8,5.5,0,1,1,3
4522,21.0,60,9.0,48.0,1016.35,1,7.5,3,3,1,0
12375,27.0,25,9.0,4.0,1010.7,11,7.5,0,1,0,3
11455,18.0,67,11.5,65.0,1016.37,3,1.5,2,1,2,1
5040,-11.0,73,9.0,35.0,1135.81,12,2.0,2,1,0,1
11554,31.0,23,14.0,24.0,1194.77,12,1.0,2,0,1,3
10126,31.0,98,10.0,66.0,996.05,0,4.5,2,1,0,1
739,24.0,63,14.5,47.0,1016.18,1,5.5,3,1,2,0
6989,21.0,26,3.0,13.0,1013.94,11,6.0,3,1,0,3
8460,-10.0,95,1.5,77.0,998.66,1,2.0,2,3,1,2
10945,46.0,101,11.5,89.0,1027.21,11,11.0,0,1,1,3
7808,29.0,50,13.0,29.0,1007.94,1,7.5,3,2,2,0
6792,15.0,81,9.0,60.0,1013.23,0,2.5,2,0,0,1
1190,-11.0,37,10.0,82.0,898.18,5,17.0,2,1,1,1
4093,28.0,67,9.0,54.0,1031.25,5,4.5,3,2,0,1
3098,22.0,50,0.5,6.0,1025.16,8,5.5,0,2,0,3
4897,27.0,27,8.0,10.0,1027.07,9,6.0,0,1,1,3
1634,0.0,92,16.5,80.0,987.42,1,4.0,2,3,2,2
70,2.0,81,13.5,57.0,983.36,1,4.0,2,3,1,2
1483,19.0,98,13.0,82.0,1018.0,3,3.5,2,0,2,1
9453,37.0,59,7.5,12.0,1010.09,11,9.0,0,3,1,3
1405,36.0,30,2.0,17.0,1029.9,11,5.5,0,0,1,3
2427,28.0,107,10.0,90.0,1027.99,10,3.5,0,1,1,3
530,21.0,108,18.0,96.0,992.8,9,1.5,2,0,2,1
8683,37.0,88,11.5,102.0,1012.82,5,1.0,3,3,0,1
8089,39.0,29,6.0,10.0,1013.9,11,5.5,0,2,2,3
8337,47.0,48,1.5,68.0,1100.19,13,10.0,3,1,1,0
54,-5.0,94,5.5,55.0,991.65,0,3.0,2,3,1,2
5810,20.0,24,3.5,7.0,1014.06,11,9.5,0,0,2,3
9387,17.0,71,12.0,47.0,1015.17,1,5.0,3,1,0,0
11159,22.0,79,9.0,23.0,1006.78,3,5.5,3,3,2,0
11964,32.0,98,5.5,89.0,1006.51,2,2.5,2,1,0,1
11712,2.0,96,2.0,83.0,993.76,1,4.5,2,3,2,2
647,24.0,51,8.0,26.0,1018.31,2,6.5,3,1,2,0
7878,30.0,34,8.5,2.0,1011.28,8,10.0,0,3,2,3
7955,44.0,76,18.5,105.0,1005.66,11,3.0,2,3,2,1
10506,29.0,104,10.5,85.0,1029.18,1,3.5,3,3,1,3
11769,17.0,84,5.0,60.0,1005.62,3,3.0,2,1,1,1
6715,42.0,39,4.0,19.0,1021.36,9,8.5,0,3,1,3
4945,-20.0,28,11.0,77.0,883.37,13,12.5,1,1,0,1
9853,15.0,74,14.0,45.0,1007.74,4,6.5,2,1,1,0
5823,-8.0,90,5.0,95.0,999.95,0,3.0,2,3,2,2
13150,10.0,54,10.0,43.0,1000.58,1,5.0,2,1,1,0
9918,12.0,61,11.5,38.0,1014.37,1,8.5,2,1,2,0
12522,22.0,33,1.5,13.0,1010.66,6,9.0,3,0,1,3
7304,17.0,73,14.5,34.0,1012.91,2,5.5,2,0,2,0
6129,27.0,43,7.0,10.0,1015.41,10,8.0,0,0,1,3
13119,24.0,67,4.5,9.0,1012.05,11,8.5,3,3,1,3
1108,4.0,88,7.0,85.0,988.15,1,1.5,2,3,2,2
9635,33.0,61,6.0,32.0,1005.61,1,5.5,2,0,1,0
12591,24.0,70,8.0,10.0,1012.9,3,7.0,2,0,2,0
3674,1.0,20,12.5,26.0,1133.55,1,14.5,2,0,1,1
7634,21.0,70,6.0,42.0,1002.04,3,8.0,2,3,0,0
13093,-5.0,65,11.0,64.0,996.37,0,3.5,3,3,1,2
11707,24.0,73,8.5,36.0,1012.84,3,6.5,2,2,2,0
4936,13.0,64,13.0,30.0,1008.6,2,7.0,3,2,2,0
11926,24.0,69,13.0,88.0,1000.14,3,4.5,3,1,1,1
8619,0.0,88,17.5,53.0,990.39,1,4.5,2,3,1,2
6347,29.0,96,13.0,95.0,1019.88,3,5.0,2,1,1,1
1028,15.0,85,28.0,92.0,1003.57,9,0.5,3,2,0,0
4623,-2.0,65,4.5,69.0,984.7,0,4.0,3,3,2,2
9867,1.0,95,11.0,75.0,989.99,1,4.0,2,3,2,2
3799,14.0,69,14.0,65.0,1012.87,0,4.0,2,1,1,1
8701,6.0,80,26.5,77.0,1018.57,6,2.5,2,1,0,1
1811,20.0,60,5.0,91.0,1008.09,0,3.0,3,1,0,1
5176,28.0,69,5.5,71.0,998.95,1,3.0,2,1,1,1
9610,-6.0,78,13.0,68.0,986.97,1,2.5,2,3,2,2
12546,-5.0,84,13.0,85.0,987.11,0,3.5,3,3,1,2
2741,-8.0,86,11.0,93.0,997.5,1,2.0,2,3,1,2
8380,2.0,96,3.5,76.0,981.84,1,1.5,2,3,1,2
7748,-8.0,80,18.0,52.0,983.17,0,3.5,2,3,2,2
12542,42.0,56,5.0,2.0,1028.09,10,8.0,0,2,0,3
5375,11.0,63,14.5,26.0,1004.75,1,7.0,2,1,0,0
2815,-2.0,91,2.5,71.0,998.55,1,5.0,2,3,2,2
8239,21.0,23,12.5,19.0,1143.32,9,15.0,2,3,1,0
7899,16.0,64,12.0,16.0,1008.27,2,6.5,2,1,0,0
9730,24.0,29,9.0,18.0,1017.04,6,8.5,0,3,0,3
9567,44.0,30,0.0,4.0,1010.13,9,6.5,3,0,1,3
6134,19.0,83,11.5,95.0,1011.46,0,4.5,3,2,0,1
12590,10.0,62,12.5,91.0,1001.13,2,0.5,2,0,1,0
13191,27.0,48,6.5,14.0,1029.37,8,8.0,0,2,1,3
12552,57.0,85,28.0,107.0,1016.29,8,1.0,2,0,0,1
8855,-9.0,77,6.0,80.0,914.19,5,9.5,3,3,1,1
8025,3.0,96,13.0,51.0,989.09,1,1.5,2,3,1,2
7151,30.0,69,4.0,49.0,1013.93,2,6.5,3,3,1,0
10724,-4.0,48,3.5,18.0,1026.96,14,7.0,1,0,1,0
1170,29.0,66,1.0,12.0,1005.8,3,5.5,2,0,1,0
7793,-1.0,61,13.0,23.0,1042.41,4,0.5,3,2,1,3
9824,30.0,66,5.5,7.0,1015.27,8,6.0,0,2,2,3
285,15.0,98,6.0,84.0,1014.45,2,3.5,3,0,0,1
6029,32.0,54,1.5,31.0,1006.9,1,6.5,3,1,1,0
4364,0.0,81,8.0,91.0,986.92,1,1.0,2,3,1,2
9895,23.0,74,11.5,109.0,1019.8,14,1.5,2,2,0,1
12588,-2.0,77,16.0,89.0,997.1,0,4.0,2,3,2,2
8905,-17.0,99,3.0,82.0,983.06,0,3.0,2,3,2,2
3614,24.0,38,3.5,16.0,1010.72,5,9.0,3,0,1,3
8058,23.0,67,9.0,17.0,1013.33,9,7.5,0,2,0,3
6590,0.0,70,39.5,109.0,990.93,13,2.0,3,3,1,2
12337,27.0,57,5.5,9.0,1020.83,6,5.5,3,1,0,3
3285,13.0,52,8.5,35.0,1007.99,1,7.5,3,3,2,0
5817,16.0,87,18.0,87.0,993.03,1,2.5,2,1,2,1
3901,34.0,43,5.5,10.0,1018.35,11,6.5,0,1,2,3
4480,28.0,47,7.0,11.0,1020.89,6,7.0,0,2,1,3
10330,31.0,50,8.5,25.0,1019.94,2,8.5,3,1,2,0
8895,-9.0,42,6.5,11.0,1168.17,10,6.0,2,1,2,2
769,34.0,68,10.5,62.0,1012.09,2,2.0,2,2,0,1
4857,20.0,63,3.5,19.0,1029.7,9,7.5,0,0,1,3
3526,18.0,62,13.5,27.0,1186.57,2,17.5,2,2,1,1
8160,33.0,64,12.0,75.0,1019.16,1,3.5,3,2,2,1
5855,27.0,28,10.0,98.0,896.93,2,11.0,2,1,1,2
1467,22.0,74,5.5,25.0,1019.5,2,7.0,3,1,0,0
8351,29.0,80,20.0,109.0,1010.95,10,0.5,2,1,2,1
7100,34.0,65,9.5,76.0,1019.16,1,5.0,2,0,1,1
474,41.0,38,1.5,8.0,1028.58,8,9.5,0,3,1,3
11772,11.0,97,6.0,54.0,1016.11,0,4.0,2,2,1,1
11657,32.0,38,7.0,10.0,983.75,11,2.5,1,2,1,2
9445,31.0,60,9.5,26.0,1005.45,4,9.0,2,3,2,0
2242,20.0,89,11.5,76.0,1029.28,12,8.5,3,1,1,3
3938,-10.0,86,2.0,86.0,999.17,1,3.5,2,3,2,2
2634,1.0,72,13.0,51.0,987.53,0,3.0,3,3,1,2
8731,47.0,62,8.5,35.0,1051.8,10,2.0,3,3,0,1
4257,-6.0,90,5.5,88.0,987.46,0,4.5,2,3,1,2
9433,33.0,61,10.0,84.0,1001.53,0,4.0,2,3,1,1
5569,25.0,70,14.0,48.0,1009.35,4,5.5,2,3,1,0
1403,18.0,64,15.5,96.0,997.09,1,4.5,2,3,1,1
6243,36.0,34,2.5,14.0,1012.25,10,9.0,3,2,1,3
5062,23.0,69,8.0,70.0,1015.23,1,4.5,2,2,1,1
10944,20.0,93,17.0,69.0,1013.36,1,4.0,3,1,0,1
11436,30.0,75,10.0,17.0,1017.28,3,8.5,2,2,2,0
3153,-1.0,99,17.0,57.0,995.75,1,3.0,2,3,2,2
4266,17.0,60,10.0,32.0,1001.52,3,5.5,3,2,0,0
7390,51.0,70,19.0,106.0,1024.17,7,5.5,3,1,2,3
11746,30.0,90,7.5,76.0,1003.0,3,4.0,2,1,0,1
296,24.0,77,13.5,89.0,1019.08,2,4.0,3,2,1,1
13077,25.0,40,9.5,10.0,1023.37,6,7.0,0,1,2,3
6378,11.0,65,4.5,39.0,1010.86,4,7.5,2,0,0,0
6599,33.0,98,14.0,93.0,996.33,2,4.5,2,2,2,1
7179,10.0,60,11.5,26.0,1010.84,3,5.5,2,3,2,0
1182,21.0,32,2.5,3.0,1026.93,6,5.5,0,1,2,3
2688,41.0,40,0.5,8.0,1014.01,8,8.0,0,3,1,3
6717,14.0,73,5.0,84.0,1007.32,0,2.0,2,2,0,1
8423,24.0,92,7.0,67.0,1014.99,3,4.5,2,3,2,1
7623,-7.0,25,2.0,14.0,1105.03,5,16.5,1,0,2,0
11473,13.0,75,18.0,61.0,1017.78,0,4.5,2,0,0,1
697,21.0,61,2.0,33.0,1014.64,4,7.0,3,0,2,0
615,-12.0,24,3.0,50.0,1016.12,3,6.5,3,2,1,3
5715,16.0,107,32.5,99.0,995.47,11,4.0,2,0,1,1
7580,26.0,87,19.0,85.0,1004.21,0,1.5,3,2,0,1
1066,1.0,60,18.5,64.0,994.13,0,5.0,2,3,2,2
4697,-19.0,36,11.0,70.0,923.48,0,13.0,1,3,0,3
1626,5.0,37,13.5,84.0,1104.6,14,19.0,1,2,0,3
536,16.0,50,9.0,32.0,1000.8,1,7.5,3,0,2,0
12598,34.0,69,4.0,10.0,1015.61,2,8.0,2,0,0,0
8942,15.0,88,15.0,82.0,995.66,3,2.5,2,2,0,1
2621,13.0,73,12.0,21.0,1002.76,1,8.5,3,3,0,0
2984,26.0,72,9.0,39.0,1019.45,3,7.0,2,2,1,0
354,30.0,81,17.0,51.0,995.93,0,1.0,2,0,1,1
5701,-8.0,78,1.5,98.0,990.41,0,2.0,3,3,2,2
2520,24.0,68,14.0,86.0,1006.37,1,4.0,2,0,0,1
8611,28.0,68,5.0,38.0,1006.87,1,5.5,3,1,1,0
6696,30.0,81,9.5,72.0,1014.52,3,4.5,2,2,2,1
12711,25.0,53,9.5,15.0,1026.09,11,7.5,0,0,2,3
1334,31.0,51,6.5,17.0,1010.32,11,10.0,0,0,0,3
5023,29.0,78,10.0,41.0,1009.31,4,8.0,2,1,0,0
5908,31.0,54,1.5,5.0,1025.55,6,7.0,0,1,1,3
9133,23.0,77,12.0,75.0,1010.93,9,0.5,3,2,2,1
5620,44.0,64,6.0,5.0,1013.09,9,9.0,0,3,0,3
7931,40.0,40,9.5,15.0,1014.49,10,7.5,0,1,2,3
11687,45.0,107,13.5,75.0,1019.47,1,5.5,2,0,1,1
3626,35.0,32,6.5,9.0,1013.84,11,8.5,0,1,1,3
1196,-7.0,70,5.0,82.0,999.14,1,2.0,3,3,2,2
6204,-8.0,86,12.0,57.0,992.13,1,2.5,2,3,1,2
11565,19.0,62,5.5,71.0,994.52,2,4.5,2,2,0,1
11000,34.0,56,6.5,37.0,1008.6,1,9.0,2,2,2,0
3077,26.0,34,0.5,13.0,1022.11,5,8.5,0,1,1,3
12666,34.0,62,13.5,28.0,1007.36,2,6.5,3,3,1,0
398,66.0,83,20.5,109.0,1005.29,10,6.5,3,2,1,0
12042,16.0,67,7.0,26.0,1019.26,2,6.0,2,2,0,0
4104,16.0,81,18.0,66.0,1000.75,1,2.5,2,2,0,1
10254,12.0,82,18.0,63.0,990.87,3,2.5,2,0,1,1
11376,15.0,87,5.0,68.0,1014.37,0,4.0,2,2,1,1
3291,-2.0,78,3.0,21.0,1057.25,0,18.0,2,1,2,3
4259,13.0,69,8.5,69.0,1002.28,3,2.0,2,3,2,1
11434,29.0,76,10.0,23.0,1017.51,4,7.0,2,1,2,0
3549,19.0,64,5.5,27.0,1003.31,2,8.0,3,0,1,0
1695,13.0,55,11.0,17.0,1000.1,4,5.5,2,3,0,0
3743,34.0,48,9.0,18.0,1020.05,8,7.5,0,3,2,3
4079,-5.0,80,2.5,104.0,982.15,11,3.0,2,3,2,2
2211,3.0,64,3.5,87.0,986.96,1,2.0,2,3,1,2
8786,-6.0,64,6.5,51.0,989.29,1,4.0,2,3,1,2
12750,13.0,90,14.5,93.0,1014.44,2,4.5,2,0,1,1
5477,16.0,84,14.0,62.0,1009.61,3,2.0,2,1,2,1
5458,92.0,86,8.5,107.0,1020.9,8,11.0,3,2,0,3
11059,-8.0,75,0.5,57.0,984.03,0,1.0,2,3,2,2
6032,21.0,56,6.5,1.0,1021.27,7,9.5,0,2,1,3
3376,38.0,43,1.0,14.0,1017.61,10,6.5,0,0,2,3
4491,35.0,78,9.0,89.0,1014.22,8,8.5,3,0,0,3
9229,13.0,69,15.0,93.0,994.69,1,2.5,2,0,0,1
2799,-9.0,82,0.0,86.0,999.55,1,4.5,3,3,2,2
7211,34.0,28,4.5,13.0,1015.29,11,5.0,0,3,0,3
5748,11.0,55,6.0,48.0,1013.87,1,6.0,3,2,0,0
794,33.0,97,18.5,82.0,1008.39,0,4.0,2,3,1,1
5340,-1.0,91,11.0,56.0,999.07,0,2.5,3,3,2,2
8307,0.0,68,16.0,66.0,984.94,0,2.0,2,3,2,2
7428,19.0,92,15.5,92.0,994.48,7,5.0,2,2,0,1
4483,48.0,55,12.0,27.0,1048.57,11,9.0,3,3,2,1
10701,38.0,33,7.0,13.0,1022.81,10,6.5,0,3,1,3
3568,-5.0,77,0.5,93.0,985.06,0,4.0,2,3,1,2
4940,-17.0,69,5.5,91.0,895.83,2,9.5,2,1,2,2
4236,-8.0,65,2.5,72.0,984.84,0,4.0,3,3,1,2
8027,30.0,65,3.5,0.0,1022.13,10,8.5,0,3,0,3
11185,23.0,90,11.0,61.0,1015.38,3,1.5,2,1,2,1
9780,26.0,70,16.5,96.0,1004.12,3,3.0,3,2,1,1
9694,0.0,89,4.5,64.0,989.25,1,1.5,2,3,1,2
1770,20.0,98,16.5,55.0,1017.84,0,1.0,2,1,0,1
2909,15.0,88,18.0,84.0,1012.23,1,2.5,2,0,2,1
7843,18.0,78,11.0,53.0,999.15,0,4.5,2,3,0,1
9329,4.0,93,17.0,50.0,980.67,0,3.5,2,3,1,2
11078,22.0,25,8.5,11.0,1015.45,10,7.5,3,0,2,3
7131,33.0,77,6.5,96.0,1001.42,2,4.5,3,2,2,1
5750,16.0,54,8.0,18.0,1006.62,4,7.0,2,1,0,0
2700,22.0,62,18.5,65.0,1018.26,2,4.0,2,3,1,1
9932,35.0,81,21.0,89.0,1011.12,5,9.5,3,3,1,0
7669,34.0,76,14.5,49.0,1014.8,2,7.0,3,3,1,0
7982,26.0,81,1.5,97.0,1003.38,4,12.5,2,1,0,0
5463,31.0,68,9.0,41.0,1016.6,2,7.0,3,1,1,0
11978,45.0,59,9.5,56.0,1002.27,7,13.5,3,2,2,0
5075,32.0,41,2.0,1.0,1025.08,5,7.0,0,3,1,3
10244,34.0,75,18.5,64.0,992.15,3,1.0,2,0,2,1
11512,11.0,79,10.5,98.0,995.61,2,3.0,2,3,0,1
11812,27.0,56,4.5,24.0,1004.61,4,9.0,3,3,1,0
5946,2.0,89,1.5,69.0,994.98,0,3.5,2,3,2,2
1543,32.0,21,2.5,8.0,1029.34,7,9.0,3,3,2,3
12142,10.0,92,20.0,64.0,1011.72,0,4.0,2,0,2,1
7975,28.0,45,5.5,3.0,1016.57,5,9.0,0,1,2,3
1157,41.0,73,6.5,96.0,1015.62,10,4.0,3,0,0,3
4894,-4.0,79,6.0,60.0,993.9,0,4.5,3,3,1,2
7624,48.0,50,0.5,94.0,932.66,11,16.5,1,1,2,0
1215,-4.0,60,14.0,87.0,996.73,1,2.5,2,3,2,2
10472,21.0,60,6.5,95.0,997.16,0,2.5,2,1,1,1
7535,28.0,46,1.0,0.0,1024.22,11,5.5,0,2,2,3
1590,34.0,78,13.5,17.0,1014.32,3,9.0,2,3,0,0
5706,27.0,66,9.5,64.0,998.2,2,3.0,2,0,0,1
10757,4.0,95,7.5,97.0,983.07,1,4.5,3,3,2,2
2672,24.0,54,8.0,12.0,1010.53,5,7.5,0,1,2,3
6794,36.0,64,7.5,6.0,1010.63,6,8.0,0,1,1,3
4273,15.0,84,18.0,79.0,1013.61,1,2.0,2,0,2,1
7827,13.0,51,7.0,47.0,1019.28,3,6.0,3,2,1,0
12555,37.0,60,3.0,27.0,989.8,1,7.0,3,3,1,0
8608,32.0,87,13.5,92.0,995.88,2,2.0,3,2,0,1
5160,14.0,73,7.5,22.0,1018.98,2,7.0,2,1,0,0
5568,-6.0,82,18.0,65.0,989.4,1,4.5,3,3,2,2
