,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),cloud_cover_code,season_code,location_code,weather_code
7440,28.0,57,5.0,21.0,1009.21,3,8.5,3,1,1,0
5035,2.0,63,17.0,96.0,995.86,1,2.0,2,3,1,2
12035,-1.0,97,18.0,78.0,997.91,1,3.5,2,3,2,2
9031,33.0,85,7.0,74.0,1006.18,0,2.5,2,0,1,1
3847,11.0,78,13.5,10.0,1007.63,1,8.5,3,2,0,0
7280,18.0,71,12.5,66.0,1015.11,0,4.0,3,1,1,1
6856,17.0,101,13.5,82.0,1003.32,6,6.0,3,3,0,0
11557,75.0,78,18.0,109.0,1020.33,10,2.0,0,3,2,3
919,-16.0,100,18.0,97.0,993.16,11,2.0,2,3,2,2
7136,34.0,61,14.0,64.0,992.2,0,4.0,2,2,1,1
746,28.0,46,8.0,11.0,1010.17,6,5.5,0,3,0,3
3717,-7.0,62,7.0,79.0,991.92,1,4.5,2,3,2,2
2307,28.0,41,2.0,14.0,1021.04,6,5.0,0,0,1,3
4324,42.0,51,5.5,5.0,1018.62,11,6.5,0,0,2,3
7970,-10.0,64,5.0,87.0,982.59,1,3.0,2,3,2,2
1046,14.0,82,5.0,85.0,1003.88,1,1.5,3,1,1,1
5723,3.0,93,17.0,92.0,998.54,0,1.5,3,3,2,2
6671,41.0,47,7.5,11.0,1023.15,9,8.5,3,3,2,3
1929,11.0,73,7.5,17.0,1004.39,2,7.5,3,1,0,0
4780,33.0,64,2.5,13.0,1015.37,2,7.5,3,2,0,0
6399,1.0,67,4.5,19.0,1124.73,12,15.5,3,2,2,3
8736,14.0,91,5.0,82.0,1014.99,0,2.0,2,1,2,1
414,13.0,97,8.5,96.0,1017.24,3,3.5,2,0,0,1
11111,-9.0,61,1.5,86.0,1006.14,14,17.0,2,0,1,1
6668,-6.0,97,20.0,63.0,999.09,1,1.5,2,3,1,2
10247,-4.0,71,0.5,84.0,983.17,0,2.5,2,3,2,2
2650,14.0,82,14.0,66.0,993.11,2,4.0,2,0,1,1
3898,0.0,56,10.0,37.0,1147.58,3,1.0,1,3,0,3
6505,1.0,76,18.5,69.0,998.52,0,4.0,2,3,2,2
9906,30.0,56,13.5,26.0,1101.14,14,14.0,2,2,1,1
8716,16.0,109,27.0,102.0,1007.3,1,11.5,2,3,1,0
3756,33.0,69,3.5,13.0,1012.04,2,8.0,3,2,2,0
9779,-1.0,92,19.5,69.0,997.22,0,3.0,2,3,1,2
7037,-8.0,97,7.0,65.0,986.4,0,4.5,2,3,2,2
7846,32.0,25,8.5,36.0,1052.43,5,15.0,3,0,1,0
12082,31.0,55,0.5,11.0,1013.31,4,5.5,3,2,1,0
5641,29.0,56,11.0,16.0,1005.23,2,8.0,2,0,0,0
7091,-2.0,76,17.5,78.0,995.71,0,4.5,2,3,2,2
259,1.0,52,13.5,18.0,829.86,14,6.5,2,1,0,0
2748,-9.0,71,24.0,109.0,995.13,5,1.5,2,3,2,2
4600,-5.0,96,20.0,78.0,988.72,1,4.0,2,3,1,2
7463,35.0,60,9.5,13.0,1025.31,11,9.5,0,2,1,3
6011,27.0,68,10.5,65.0,1010.27,2,4.5,2,3,1,1
3063,12.0,42,3.0,43.0,1183.87,5,12.5,3,0,0,0
7877,13.0,65,13.0,36.0,1019.47,1,8.5,2,3,0,0
1150,32.0,66,14.0,90.0,990.8,1,1.5,2,0,0,1
1631,39.0,63,1.5,15.0,1027.49,10,9.5,0,1,2,3
5182,23.0,62,5.0,18.0,1016.46,8,6.5,0,3,0,3
2496,19.0,63,8.5,33.0,1014.27,2,6.5,2,1,2,0
3261,-13.0,69,3.5,26.0,930.59,2,2.0,2,3,0,2
11596,0.0,88,30.0,80.0,992.67,12,1.0,2,3,2,2
9976,-5.0,77,17.5,62.0,984.25,0,3.0,2,3,1,2
12640,40.0,50,0.0,3.0,1010.07,11,9.5,0,0,1,3
11753,20.0,25,0.5,12.0,1014.36,9,6.5,0,2,0,3
9116,26.0,98,16.5,61.0,1017.35,0,1.0,2,3,1,1
11900,14.0,109,12.0,88.0,1009.43,1,8.5,2,2,2,0
4625,-8.0,88,14.0,60.0,989.11,1,2.5,3,3,1,2
117,-10.0,70,2.5,56.0,989.29,1,4.0,2,3,2,2
5582,27.0,79,4.5,31.0,1010.97,1,9.0,2,1,2,0
3547,-5.0,92,9.0,84.0,998.06,1,4.5,2,3,2,2
12039,26.0,50,6.5,31.0,1016.4,2,8.0,2,0,1,0
7543,20.0,77,3.0,43.0,1003.8,1,8.5,3,0,2,0
6922,28.0,43,8.0,14.0,1019.62,10,7.5,0,1,1,3
3059,25.0,76,10.5,23.0,1139.41,1,3.0,3,2,2,3
10653,28.0,76,7.0,83.0,1016.07,3,2.0,3,0,2,1
9828,52.0,71,14.5,88.0,1007.13,11,7.0,3,0,1,0
3254,-6.0,96,10.5,75.0,986.32,0,4.0,2,3,2,2
9006,26.0,79,6.0,30.0,1001.88,4,7.0,2,2,0,0
7391,-3.0,93,2.5,64.0,986.5,0,2.5,2,3,1,2
9077,30.0,43,6.5,6.0,1025.72,7,7.0,0,1,0,3
6571,4.0,80,10.5,50.0,982.13,1,2.0,2,3,2,2
10098,10.0,62,5.0,12.0,1017.85,3,8.5,2,3,2,0
45,22.0,50,0.0,18.0,1016.5,5,8.0,0,2,0,3
8690,-17.0,75,4.0,54.0,976.26,11,16.5,3,1,0,1
9586,35.0,22,4.0,7.0,1024.64,10,8.5,0,1,1,3
12282,21.0,59,8.0,19.0,1022.45,6,9.5,0,0,0,3
7735,18.0,79,8.5,81.0,999.02,2,2.0,3,1,0,1
7343,14.0,85,14.5,50.0,1012.6,2,5.0,3,2,1,1
13100,20.0,70,12.5,95.0,1008.29,1,4.0,3,3,1,1
7039,-2.0,70,13.5,50.0,996.16,1,3.0,2,3,2,2
12125,3.0,62,11.5,84.0,999.72,0,3.5,3,3,2,2
12272,-2.0,73,8.0,75.0,992.77,1,3.5,2,3,1,2
9522,22.0,78,14.5,13.0,1010.45,1,8.0,3,3,2,0
3818,30.0,50,7.0,25.0,1007.2,4,6.5,2,3,1,0
3270,21.0,70,20.0,101.0,1010.6,13,10.5,2,2,0,0
11799,36.0,49,1.5,19.0,1018.6,6,7.5,0,3,1,3
6174,24.0,51,0.0,22.0,1009.32,2,5.5,3,3,0,0
10446,6.0,89,32.0,103.0,995.62,0,2.0,2,3,1,2
2530,25.0,51,4.0,45.0,1155.04,3,11.5,2,3,0,3
5738,45.0,32,6.5,51.0,963.54,2,13.0,2,0,2,1
1814,29.0,71,10.5,16.0,1000.38,1,5.5,2,3,1,0
4039,11.0,32,12.5,28.0,1162.39,12,7.5,2,3,1,1
10707,29.0,75,10.5,70.0,1015.27,1,2.5,2,3,0,1
609,30.0,64,7.0,51.0,1014.89,3,3.5,2,2,1,1
1908,10.0,70,17.0,57.0,994.93,3,5.0,3,0,2,1
12612,42.0,65,6.5,4.0,1020.63,6,9.0,3,1,0,3
8570,34.0,63,6.0,99.0,1012.57,1,3.5,3,0,1,1
2422,23.0,69,10.5,84.0,993.73,1,4.5,2,1,1,1
6229,16.0,93,11.0,85.0,1012.16,0,5.0,2,0,0,1
920,1.0,83,17.5,86.0,984.97,1,1.0,2,3,2,2
10078,17.0,63,14.5,14.0,1016.71,3,5.5,3,0,1,0
3551,41.0,103,24.0,93.0,1009.0,6,11.0,2,0,1,0
4222,20.0,67,8.0,16.0,1010.01,4,5.5,3,1,0,0
5933,41.0,40,10.0,8.0,1029.45,6,9.0,0,1,1,3
5916,29.0,54,10.0,37.0,1000.48,1,8.5,3,2,2,0
119,41.0,29,8.0,17.0,1011.53,11,10.0,0,1,1,3
6098,3.0,78,8.0,63.0,981.17,0,2.5,2,3,2,2
13130,3.0,78,15.0,81.0,997.01,0,1.5,2,3,1,2
10883,22.0,33,1.5,8.0,1029.06,7,5.5,0,2,0,3
2988,32.0,54,13.0,26.0,1015.9,1,7.0,3,0,1,0
10515,64.0,95,25.0,108.0,1002.57,5,5.5,3,0,2,0
719,13.0,52,11.5,44.0,1003.47,3,8.5,3,2,0,0
772,-10.0,61,7.5,50.0,980.37,0,4.0,2,3,2,2
7246,30.0,61,1.5,11.0,1020.86,7,7.0,0,0,2,3
11251,31.0,85,18.5,52.0,993.66,1,1.5,2,2,1,1
8781,28.0,55,0.0,3.0,1018.66,5,7.5,0,1,0,3
9014,64.0,78,23.5,100.0,1009.09,1,6.0,2,1,2,0
1211,48.0,22,14.0,51.0,1050.12,2,1.0,3,2,2,2
3324,29.0,93,32.0,89.0,1008.32,12,4.5,2,2,0,1
5478,30.0,72,18.5,72.0,999.1,0,2.0,2,0,0,1
4018,21.0,36,5.0,6.0,1016.04,5,7.0,0,0,0,3
401,29.0,95,15.0,56.0,1005.12,2,3.0,2,0,2,1
11165,34.0,53,1.0,18.0,1025.79,5,5.0,0,0,2,3
2234,22.0,92,12.0,75.0,1024.34,8,3.0,0,0,1,3
9264,3.0,90,3.0,68.0,995.75,0,4.5,2,3,2,2
9367,11.0,67,8.0,70.0,992.14,3,3.0,3,2,2,1
6258,22.0,55,0.0,33.0,1003.28,1,9.0,3,0,0,0
7904,23.0,91,16.0,92.0,1006.15,0,1.0,2,3,1,1
5709,0.0,99,6.0,50.0,997.84,1,3.0,3,3,1,2
154,13.0,75,9.5,40.0,1005.39,2,8.0,2,0,1,0
9865,19.0,99,18.0,54.0,991.92,1,2.0,2,2,2,1
3209,10.0,74,4.0,35.0,1012.78,1,9.0,3,1,2,0
11935,-1.0,79,13.0,63.0,980.8,1,3.0,2,3,2,2
2317,15.0,89,10.0,75.0,1008.06,0,2.5,3,2,2,1
10699,2.0,99,18.0,60.0,987.86,0,4.0,2,3,1,2
3515,84.0,81,2.0,71.0,1010.56,10,4.0,0,1,1,3
2602,20.0,59,10.0,16.0,1015.12,10,9.5,3,2,2,3
5695,31.0,62,1.0,17.0,1008.23,3,8.0,2,3,1,0
11365,31.0,52,12.5,22.0,1019.28,3,8.0,2,3,2,0
5521,37.0,98,10.5,100.0,1015.77,10,9.0,3,2,0,3
3271,30.0,50,1.0,15.0,1007.28,1,6.5,2,2,0,0
8964,9.0,96,18.5,94.0,993.91,12,4.5,3,1,2,1
5305,14.0,97,12.0,82.0,995.74,2,4.5,2,3,1,1
4293,15.0,69,10.5,21.0,1009.03,1,7.0,2,1,2,0
10366,27.0,79,8.0,72.0,1006.81,2,4.5,3,0,0,1
4024,40.0,83,26.5,108.0,1000.36,14,1.5,2,0,1,1
7070,31.0,78,3.5,28.0,1010.63,3,6.5,3,1,1,0
5571,23.0,54,10.0,15.0,1013.91,5,7.5,3,3,0,3
8639,-8.0,64,16.0,97.0,988.12,0,4.5,2,3,1,2
2331,3.0,73,9.5,59.0,983.56,0,2.5,2,3,1,2
5899,37.0,31,9.0,9.0,1020.31,11,8.0,0,0,1,3
7614,38.0,22,5.5,10.0,1021.59,9,8.5,0,1,1,3
7210,17.0,61,10.0,23.0,1009.33,4,7.0,2,1,2,0
9519,11.0,75,14.5,84.0,1008.39,2,3.5,2,1,2,1
12172,39.0,62,1.5,13.0,1021.87,6,8.5,0,3,0,3
9296,4.0,77,14.0,74.0,998.76,1,2.0,2,3,2,2
1383,36.0,22,0.0,3.0,1012.66,10,9.0,0,1,1,3
760,30.0,53,2.0,22.0,1004.61,2,8.0,2,1,0,0
4223,32.0,71,7.5,23.0,1017.74,2,7.0,2,2,1,0
6265,14.0,77,14.5,95.0,1012.02,3,4.0,3,1,1,1
2529,34.0,87,16.0,79.0,1015.24,14,3.0,3,1,0,0
10952,24.0,39,1.5,16.0,1025.14,7,9.0,0,2,1,3
5526,37.0,33,11.5,87.0,1117.03,7,18.5,2,0,1,0
10967,32.0,57,10.0,46.0,1011.05,3,5.5,2,0,1,0
4248,34.0,98,17.0,56.0,1006.26,3,1.5,2,1,0,1
11776,28.0,70,14.5,97.0,998.43,1,1.0,3,2,2,1
9132,-9.0,66,7.0,67.0,980.92,1,4.0,2,3,1,2
6310,29.0,54,5.0,15.0,1017.97,5,10.0,0,0,0,3
11129,30.0,21,5.5,2.0,1013.06,5,6.0,3,3,0,3
4848,33.0,84,12.5,65.0,1018.08,1,2.0,2,1,1,1
9446,11.0,25,1.5,89.0,1177.12,13,7.0,3,0,0,0
11246,44.0,39,3.5,16.0,1013.04,8,8.5,3,1,2,3
2614,30.0,63,8.5,22.0,1004.87,1,5.5,3,2,0,0
9511,15.0,67,11.0,34.0,1019.55,1,6.0,3,0,2,0
11035,20.0,50,1.0,38.0,1003.79,1,6.5,3,2,2,0
1846,19.0,91,15.0,61.0,1016.72,3,2.5,2,2,2,1
6250,32.0,84,8.5,70.0,1000.17,1,5.0,2,2,1,1
4805,36.0,48,1.0,18.0,1012.83,6,5.5,0,3,0,3
9244,12.0,62,10.0,43.0,1008.86,3,8.0,3,3,2,0
10401,30.0,22,6.0,10.0,1020.21,10,5.0,0,0,0,3
12133,10.0,33,5.0,20.0,967.86,7,3.5,1,3,1,3
11723,10.0,65,10.5,21.0,1003.93,2,5.5,3,1,0,0
5471,21.0,56,7.0,10.0,1002.94,3,9.0,3,2,1,0
4693,40.0,59,2.0,17.0,1011.79,9,5.5,0,1,0,3
1440,-1.0,43,9.5,70.0,964.74,4,8.0,2,0,0,2
12180,28.0,49,0.5,0.0,1024.9,11,9.0,3,2,0,3
6197,-10.0,75,6.0,78.0,992.91,1,2.5,2,3,2,2
277,34.0,31,9.5,9.0,1024.74,10,5.5,0,1,1,3
10743,31.0,107,14.5,86.0,1012.48,8,6.5,2,1,0,0
7697,35.0,27,8.0,11.0,1010.02,11,8.0,0,1,1,3
4536,47.0,81,20.5,88.0,1019.25,13,3.0,3,2,0,3
6582,36.0,36,7.5,10.0,1018.51,11,7.0,0,1,0,3
12480,15.0,76,9.0,15.0,1013.25,4,7.0,3,0,0,0
12807,34.0,70,5.0,92.0,1024.79,9,9.0,3,0,2,3
7933,28.0,55,1.0,47.0,1009.57,1,5.5,3,3,0,0
10014,36.0,21,9.0,31.0,805.36,9,16.0,1,1,1,2
4748,-3.0,83,10.5,89.0,989.25,1,3.5,3,3,1,2
76,21.0,66,13.5,29.0,1018.98,3,8.5,3,0,2,0
8647,26.0,86,13.0,55.0,1005.33,1,1.0,2,0,2,1
10367,-4.0,84,11.0,59.0,993.75,1,3.0,2,3,2,2
589,27.0,64,2.0,42.0,1005.59,4,8.0,3,2,2,0
6287,27.0,56,2.5,14.0,1012.89,2,9.0,2,0,2,0
3654,-8.0,97,0.0,73.0,998.07,1,2.5,3,3,2,2
8171,29.0,86,6.5,54.0,1003.15,3,2.5,2,0,2,1
792,11.0,50,1.5,14.0,1015.95,3,6.5,2,3,2,0
2718,-6.0,72,2.5,60.0,991.71,1,4.5,2,3,2,2
4677,12.0,70,7.0,31.0,1019.02,2,6.5,2,0,0,0
12372,-10.0,93,6.5,61.0,981.89,0,4.5,2,3,2,2
7385,13.0,59,5.0,24.0,1007.69,1,7.5,2,2,1,0
12696,25.0,50,1.5,15.0,1010.09,5,6.0,3,1,0,3
5366,-10.0,78,16.0,76.0,982.31,1,2.5,2,3,2,2
2477,10.0,62,8.0,26.0,1000.52,1,5.5,3,3,2,0
13170,30.0,60,17.0,86.0,992.76,1,2.0,2,3,0,1
6883,25.0,49,8.5,17.0,1018.99,9,9.5,0,1,2,3
3773,15.0,51,4.0,34.0,1006.34,3,8.0,3,1,1,0
1065,43.0,92,14.0,72.0,1027.92,10,4.5,0,2,1,3
4695,-5.0,86,10.5,92.0,995.7,0,4.0,2,3,1,2
687,33.0,85,27.5,84.0,991.68,0,6.0,3,3,0,1
5416,21.0,86,17.0,73.0,1018.37,6,13.0,3,3,0,0
10592,33.0,58,0.5,7.0,1010.95,6,6.0,0,0,0,3
9632,24.0,84,16.5,65.0,1007.0,0,4.5,2,2,2,1
8741,-13.0,43,0.5,44.0,1054.7,9,4.5,3,1,0,1
11138,-5.0,77,14.5,93.0,984.58,0,1.0,2,3,1,2
5005,-8.0,78,10.0,93.0,998.63,1,1.5,2,3,1,2
4885,0.0,87,3.5,61.0,985.63,0,5.0,2,3,1,2
9849,-5.0,69,13.5,83.0,988.94,0,1.0,2,3,2,2
11586,36.0,42,0.0,0.0,1018.9,11,9.5,0,3,0,3
4442,70.0,92,8.0,74.0,1011.57,7,8.0,3,2,2,3
9646,15.0,72,1.0,20.0,1002.98,1,9.0,3,3,0,0
5739,10.0,80,25.0,105.0,1004.03,14,9.0,2,2,2,0
3267,13.0,92,16.0,56.0,1007.49,2,3.0,2,3,2,1
2052,13.0,76,1.5,26.0,1010.53,3,6.5,2,0,1,0
4703,36.0,78,13.0,77.0,982.29,5,12.5,1,0,1,2
4186,27.0,64,11.0,14.0,1000.6,3,5.0,2,1,2,0
1819,1.0,85,25.5,97.0,994.18,9,3.5,2,3,2,2
10002,-5.0,72,10.5,87.0,987.35,1,3.0,2,3,2,2
165,35.0,49,9.0,14.0,1010.52,10,7.0,0,0,0,3
12987,26.0,45,3.5,10.0,1011.01,7,5.0,0,0,1,3
11492,15.0,65,2.0,14.0,1005.75,1,7.0,2,0,1,0
4119,31.0,24,1.0,10.0,1018.91,11,6.5,0,1,1,3
1429,41.0,31,1.5,7.0,1028.34,5,6.0,0,2,2,3
5956,12.0,50,14.0,33.0,1013.06,1,5.0,3,0,0,0
2190,25.0,69,11.5,36.0,1019.41,3,5.5,2,0,2,0
11102,0.0,60,18.5,87.0,985.55,0,3.5,2,3,1,2
4134,25.0,58,6.5,15.0,1013.56,1,8.5,2,0,1,0
9261,33.0,72,13.5,48.0,1013.67,2,8.0,2,1,1,0
9337,-4.0,86,12.5,68.0,986.21,1,2.0,2,3,2,2
3744,29.0,70,11.5,80.0,1007.59,0,1.0,3,3,0,1
8144,14.0,77,2.5,18.0,1008.59,1,8.0,3,3,1,0
6027,-17.0,78,11.0,11.0,1076.14,10,4.5,1,2,2,1
9987,14.0,83,16.5,79.0,1014.83,3,4.0,2,1,1,1
5511,40.0,81,33.5,90.0,993.66,12,1.5,3,1,2,1
11046,77.0,73,15.5,104.0,1021.88,4,7.0,0,0,1,3
2754,-10.0,61,1.0,62.0,987.33,1,3.0,2,3,2,2
9603,24.0,33,9.0,18.0,1011.23,7,7.5,0,0,0,3
3195,19.0,53,14.0,10.0,1018.87,2,5.5,3,3,0,0
4827,-5.0,61,10.5,70.0,988.25,0,3.5,2,3,2,2
1784,33.0,78,11.0,32.0,1008.82,4,7.0,2,2,1,0
10851,-2.0,91,11.5,87.0,984.36,0,3.5,3,3,1,2
12078,16.0,55,12.5,40.0,1008.97,4,6.5,3,3,0,0
2349,37.0,32,7.5,17.0,1019.78,8,5.0,0,2,1,3
11015,34.0,96,15.0,74.0,1015.49,2,4.0,2,2,1,1
8601,24.0,93,6.0,70.0,1015.59,0,4.0,3,3,0,1
124,-1.0,83,18.0,73.0,983.46,0,1.5,2,3,1,2
9655,-5.0,100,24.0,83.0,982.04,0,2.5,2,3,1,2
10410,-4.0,84,9.0,68.0,993.88,0,3.0,3,3,2,2
7861,4.0,67,16.5,56.0,997.99,0,2.0,3,3,2,2
2994,-1.0,94,8.5,52.0,985.86,1,1.0,2,3,2,2
10352,3.0,81,8.0,88.0,994.38,1,4.0,3,3,2,2
11060,25.0,94,16.5,97.0,1019.55,0,1.0,2,0,1,1
470,44.0,40,6.0,15.0,1026.5,11,6.5,0,0,2,3
11146,22.0,78,2.5,35.0,1018.58,1,7.5,3,2,2,0
485,13.0,50,6.0,13.0,1001.38,1,7.5,3,2,2,0
2999,7.0,54,2.5,75.0,1177.22,3,7.5,2,3,2,1
512,26.0,83,10.5,72.0,1004.7,1,8.0,2,2,0,0
2629,25.0,46,7.0,5.0,1025.97,5,8.5,0,2,1,3
10594,32.0,36,12.5,52.0,977.72,10,9.5,3,1,0,0
2065,28.0,22,8.5,12.0,1022.09,10,6.5,3,0,2,3
6283,36.0,56,12.5,37.0,848.2,11,11.5,2,2,1,1
6588,3.0,95,16.0,82.0,992.28,1,2.0,2,3,1,2
2163,20.0,78,15.0,44.0,1004.76,4,6.5,3,1,1,0
6862,34.0,29,5.5,13.0,1027.83,5,7.5,0,1,1,3
8641,16.0,56,6.0,23.0,1004.17,4,7.5,2,3,0,0
4291,-5.0,86,19.0,70.0,994.23,1,4.5,2,3,2,2
4251,11.0,61,4.0,22.0,1000.66,4,8.0,3,3,2,0
11736,0.0,90,13.5,94.0,988.26,1,3.5,2,3,1,2
10377,12.0,66,5.5,27.0,1003.07,2,8.0,3,3,2,0
2209,27.0,69,13.0,25.0,1019.41,4,6.5,3,2,0,0
10238,33.0,75,17.5,94.0,1015.21,3,5.0,2,0,2,1
12177,11.0,97,8.0,98.0,1009.68,1,5.0,2,0,2,1
11157,31.0,36,4.0,15.0,1016.83,10,5.0,0,1,2,3
3569,22.0,72,1.5,46.0,1012.43,4,5.5,3,0,0,0
10243,17.0,75,4.5,11.0,1003.12,2,5.5,3,2,1,0
10229,16.0,68,14.0,49.0,1009.91,2,6.5,3,0,1,0
10624,17.0,73,2.5,53.0,955.73,11,9.0,3,0,2,1
6217,-1.0,89,13.5,63.0,984.25,0,2.0,3,3,2,2
12691,31.0,77,9.0,40.0,1000.97,2,6.5,3,2,1,0
7205,18.0,51,9.0,17.0,1012.81,4,8.5,2,0,1,0
750,-10.0,96,13.0,97.0,998.31,1,1.0,2,3,1,2
337,16.0,78,15.0,55.0,1012.87,0,1.0,2,2,2,1
12095,2.0,99,4.5,62.0,992.81,0,3.0,2,3,1,2
7158,47.0,82,25.5,96.0,1006.85,5,1.0,2,2,0,1
9980,34.0,47,2.0,10.0,1152.88,2,15.5,2,0,1,2
8987,22.0,39,3.0,1.0,1012.51,9,9.0,0,2,2,3
10800,28.0,88,16.0,89.0,995.21,0,3.0,3,3,2,1
2200,20.0,48,8.0,5.0,1024.72,10,7.5,0,0,0,3
3302,12.0,65,11.5,32.0,1015.02,2,7.5,2,0,0,0
10206,39.0,38,8.5,13.0,1010.68,5,6.0,3,0,2,3
1222,30.0,48,1.5,16.0,1023.73,11,5.5,3,0,1,3
90,15.0,81,28.5,71.0,1008.0,4,6.0,3,3,1,0
10816,25.0,95,14.5,90.0,1014.83,0,1.0,2,3,0,1
3122,38.0,50,9.5,98.0,927.26,5,7.5,2,1,0,1
12414,21.0,58,9.0,0.0,1019.81,6,5.5,3,1,0,3
4238,34.0,62,6.5,14.0,1011.83,8,6.5,0,1,0,3
10216,34.0,64,18.5,67.0,995.93,3,3.5,3,3,1,1
6540,-1.0,91,2.0,91.0,999.65,1,3.0,3,3,1,2
8168,-4.0,90,1.0,87.0,995.53,0,2.5,2,3,2,2
10815,-9.0,76,14.0,91.0,930.28,2,6.0,2,3,0,3
8592,41.0,47,8.5,6.0,1017.64,8,5.5,0,1,1,3
5357,25.0,58,11.5,26.0,1018.44,1,6.5,3,3,1,0
3177,-17.0,104,10.0,87.0,984.98,4,1.0,2,3,1,2
7081,35.0,70,8.5,28.0,1130.56,10,14.5,1,3,0,2
1206,76.0,82,14.0,106.0,1023.29,12,8.0,0,3,0,3
12208,23.0,74,11.5,78.0,1018.92,2,4.0,2,2,0,1
2154,30.0,69,6.5,3.0,1021.29,9,9.0,0,2,0,3
3880,36.0,57,8.0,9.0,1017.44,10,10.0,3,0,2,3
12479,31.0,31,3.5,11.0,1010.47,11,7.5,0,0,1,3
11484,23.0,76,23.0,104.0,1017.75,10,4.5,2,2,0,0
7036,-10.0,86,9.5,79.0,988.54,0,4.5,2,3,2,2
3061,31.0,73,13.0,88.0,995.68,2,1.5,3,1,0,1
9314,25.0,88,6.0,72.0,993.38,0,4.0,2,3,0,1
5980,-1.0,88,13.5,95.0,991.69,1,1.5,2,3,1,2
12332,10.0,82,19.5,76.0,991.99,1,2.0,3,3,0,1
2025,42.0,36,0.0,6.0,1025.66,11,9.0,0,2,2,3
12833,3.0,93,1.5,57.0,985.59,1,2.0,2,3,2,2
10872,20.0,78,47.0,76.0,1017.71,9,0.5,2,0,2,1
5155,63.0,72,13.5,80.0,998.96,14,0.5,2,0,2,1
5399,36.0,33,7.0,1.0,1015.63,7,8.5,0,2,2,3
7994,28.0,76,11.0,30.0,1003.14,1,8.0,3,0,0,0
2515,11.0,61,11.0,82.0,1018.31,0,1.5,2,2,1,1
8346,18.0,67,7.0,34.0,1001.37,4,8.0,2,2,0,0
2366,12.0,68,5.5,93.0,1018.08,2,2.0,2,2,1,1
6073,22.0,64,8.5,0.0,1011.35,9,8.5,0,2,2,3
9299,30.0,43,9.0,2.0,1027.38,11,7.5,3,1,0,3
891,3.0,82,17.0,59.0,984.41,0,4.0,2,3,2,2
10144,2.0,37,10.0,17.0,1151.64,2,16.5,3,1,2,2
2693,-3.0,70,18.0,50.0,992.9,1,4.5,2,3,1,2
10598,12.0,72,4.0,41.0,1018.18,4,6.5,3,1,1,0
9103,28.0,92,9.0,54.0,990.18,2,1.5,2,2,1,1
6630,-9.0,66,8.0,61.0,994.79,1,2.0,2,3,2,2
9583,11.0,69,13.5,13.0,1007.53,2,6.0,3,3,0,0
5126,2.0,69,9.0,57.0,992.48,0,1.5,2,3,1,2
9899,28.0,76,11.0,57.0,992.96,0,2.5,2,0,1,1
945,25.0,32,8.5,82.0,961.73,12,15.0,3,2,0,3
5806,32.0,78,17.5,59.0,1007.35,1,4.0,2,0,2,1
7529,15.0,68,5.0,39.0,1015.45,1,7.0,3,0,2,0
6939,20.0,83,16.0,105.0,1021.94,4,11.5,0,0,1,3
12776,25.0,75,2.5,72.0,1048.27,9,19.0,2,3,1,1
5699,24.0,61,8.5,65.0,998.75,1,3.5,2,3,0,1
9464,33.0,58,7.0,44.0,1018.04,3,5.5,2,3,2,0
9570,33.0,56,9.5,1.0,1011.47,5,6.0,0,2,0,3
2383,32.0,60,7.5,14.0,1011.97,7,6.0,0,2,0,3
9595,35.0,68,1.0,0.0,1026.9,7,8.0,0,1,2,3
12389,22.0,28,2.0,8.0,1023.63,5,6.0,0,3,2,3
1676,10.0,83,11.5,72.0,1005.5,1,3.5,2,2,0,1
11175,19.0,89,6.5,50.0,1004.04,1,2.5,2,1,0,1
1415,10.0,55,13.0,21.0,1017.82,2,8.5,3,2,2,0
443,-1.0,93,13.5,62.0,988.34,0,3.5,2,3,1,2
1390,18.0,64,12.0,19.0,1005.91,3,5.5,3,2,2,0
852,29.0,30,6.0,12.0,1012.61,10,8.5,0,3,2,3
5546,44.0,50,2.5,14.0,1012.08,11,9.0,3,3,1,3
12744,21.0,94,7.5,50.0,1014.82,3,1.5,2,0,1,1
3541,39.0,46,2.0,12.0,1014.9,8,9.5,0,3,2,3
6994,31.0,59,2.0,1.0,1013.86,10,10.0,0,2,2,3
8018,31.0,82,12.5,74.0,1003.19,2,3.0,2,0,1,1
5447,-2.0,93,0.5,66.0,997.17,0,2.5,2,3,1,2
10394,28.0,56,4.0,18.0,1020.85,7,7.0,0,1,2,3
8087,17.0,79,30.5,83.0,995.98,13,1.5,2,1,2,1
3576,-13.0,76,38.5,70.0,983.55,8,3.0,2,3,2,2
12075,57.0,91,37.0,71.0,992.17,10,1.0,3,0,0,1
4942,2.0,77,7.0,77.0,988.05,0,1.5,3,3,2,2
8802,45.0,109,13.5,104.0,1010.23,0,4.0,2,3,0,0
2472,12.0,64,1.5,21.0,1008.37,4,5.5,2,1,0,0
6637,31.0,26,0.5,19.0,1017.12,6,5.0,3,1,0,3
5297,31.0,80,11.5,56.0,1012.77,0,1.5,3,2,0,1
9356,-4.0,54,13.0,52.0,1167.29,10,11.5,1,1,1,0
3693,19.0,23,4.5,96.0,854.45,1,9.0,3,2,2,2
3173,26.0,73,7.5,47.0,1017.02,3,6.0,2,2,2,0
4103,36.0,21,5.0,19.0,1013.47,9,6.5,0,3,2,3
